,Gender,Age,Pre_CanDoCoding,Pre_CodingImportance,Pre_CodingInterest,ITaccess,UseComputersOften,VisitLibraryBefore,DesireLibraryVisit,Post_CanDoCoding,Post_CodingInterest,Post_CodingImportance,WorkshopFeedback,Scratch_rating,Microbit_rating,MakeArt_rating,MakePong_rating,KanoCode_rating,MakeSnake_rating,HackMinecraft_rating,TerminalQuest_rating,VisitLibrary_Activities,VisitLibrary_Devices
112,male,18,yes,very,very,no,regularly,regularly,very,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
113,male,14,no,somewhat,somewhat,home,veryregularly,sometimes,somewhat,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
114,male,15,dontknow,somewhat,somewhat,home,regularly,never,somewhat,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
115,male,16,no,somewhat,somewhat,home,veryregularly,sometimes,somewhat,yes,very,very,verygood,not_used,5,5,not_used,not_used,5,not_used,not_used,yes,yes
116,male,15,no,very,very,home,veryregularly,sometimes,somewhat,yes,very,very,verygood,not_used,5,4,not_used,not_used,not_used,not_used,not_used,yes,yes
117,male,15,no,very,very,no,regularly,sometimes,very,yes,very,very,okay,not_used,5,4,not_used,not_used,not_used,not_used,not_used,yes,yes
118,male,16,yes,very,very,home,veryregularly,regularly,very,yes,very,very,verygood,5,not_used,5,not_used,5,not_used,not_used,not_used,yes,yes
119,male,16,dontknow,very,very,no,regularly,regularly,very,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
120,male,18,dontknow,somewhat,very,no,sometimes,rarely,somewhat,yes,somewhat,somewhat,good,5,not_used,5,not_used,not_used,not_used,not_used,not_used,maybe,maybe
121,male,18,yes,very,very,home,veryregularly,sometimes,very,yes,very,very,verygood,5,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
122,male,16,dontknow,very,very,home,sometimes,rarely,somewhat,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
123,male,15,dontknow,somewhat,very,home,regularly,sometimes,somewhat,yes,very,somewhat,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
124,male,16,dontknow,somewhat,very,home,regularly,sometimes,somewhat,yes,somewhat,very,good,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
